Name,Genre,Artist,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Liveness
Only Girl (In The World),"hip hop, pop, R&B",Rihanna,0.789,0.716,-4.241,0.0432,0.129,1.07e-05,0.611,0.069
California Gurls,pop,Katy Perry,0.791,0.754,-3.729,0.0569,0.00446,0.0,0.425,0.163
Take It Off,"pop, Dance/Electronic",Kesha,0.729,0.675,-5.292,0.0286,4.14e-05,0.00126,0.74,0.0867
Hot - Play & Win Radio Version,pop,INNA,0.817,0.939,-6.079,0.28,0.0798,0.441,0.599,0.431
Like A G6,"hip hop, pop",Far East Movement,0.435,0.837,-8.126,0.449,0.00676,0.0,0.778,0.117
Gettin' Over You (feat. Fergie & LMFAO),"hip hop, pop, Dance/Electronic",David Guetta,0.615,0.913,-5.077,0.0816,0.178,0.0,0.45,0.0773
Barbra Streisand - Radio Edit,Dance/Electronic,Duck Sauce,0.769,0.922,-1.966,0.108,0.000939,0.197,0.506,0.233
Danza Kuduro (feat. Don Omar),latin,Lucenzo,0.622,0.942,-6.365,0.112,0.00713,0.0,0.773,0.0715
Te Amo,"hip hop, pop, R&B",Rihanna,0.567,0.707,-5.455,0.0818,0.541,0.000176,0.751,0.1
Carry Out (Featuring Justin Timberlake),"hip hop, pop, R&B",Timbaland,0.531,0.574,-6.693,0.113,0.114,0.0308,0.272,0.256
Gold Dust - Radio Edit,"pop, Dance/Electronic",DJ Fresh,0.451,0.948,-0.74,0.147,0.255,0.0,0.295,0.392
Stereo Love - Radio Edit,pop,Edward Maya,0.799,0.783,-3.896,0.0322,0.0346,0.0186,0.586,0.0757
Break Your Heart,"hip hop, pop",Taio Cruz,0.607,0.934,-4.217,0.0314,0.0327,0.0,0.568,0.0909
Imma Be,"hip hop, pop",Black Eyed Peas,0.597,0.517,-6.963,0.365,0.179,0.0,0.412,0.307
Riverside,Dance/Electronic,Sidney Samson,0.804,0.976,-2.458,0.0445,0.00023,0.894,0.237,0.125
Not Afraid,hip hop,Eminem,0.855,0.954,-1.19,0.264,0.529,0.0,0.668,0.205
Alejandro,pop,Lady Gaga,0.623,0.793,-6.63,0.0462,0.000397,0.0015,0.36,0.375
Rude Boy,"hip hop, pop, R&B",Rihanna,0.563,0.75,-4.496,0.127,0.113,0.0,0.812,0.0788
Beautiful Monster,"pop, R&B",Ne-Yo,0.708,0.771,-6.99,0.131,0.209,5.32e-06,0.494,0.277
Starstrukk,"hip hop, pop, rock",3OH!3,0.605,0.795,-6.086,0.0712,0.00153,0.0,0.263,0.207
The Time (Dirty Bit),"hip hop, pop",Black Eyed Peas,0.816,0.813,-7.798,0.0664,0.0662,2.77e-06,0.436,0.602
Commander,"hip hop, pop, R&B",Kelly Rowland,0.395,0.876,-3.859,0.138,0.0173,8.46e-06,0.567,0.362
One (Your Name) - Radio Edit,"pop, Dance/Electronic",Swedish House Mafia,0.733,0.673,-6.572,0.0333,0.0132,0.0049,0.636,0.16
Deuces (feat. Tyga & Kevin McCall),"hip hop, pop, R&B",Chris Brown,0.692,0.736,-5.109,0.11,0.0324,0.0,0.217,0.0787
DJ Got Us Fallin' In Love (feat. Pitbull),"hip hop, pop, R&B",Usher,0.663,0.861,-3.398,0.109,0.0338,0.0,0.654,0.082
Replay,"hip hop, pop",Iyaz,0.706,0.751,-6.323,0.0708,0.173,0.0,0.195,0.168
Club Can't Handle Me (feat. David Guetta),"hip hop, pop",Flo Rida,0.616,0.869,-3.911,0.0327,0.0283,0.0,0.473,0.064
Eenie Meenie,"hip hop, pop, R&B",Sean Kingston,0.72,0.607,-4.168,0.0322,0.0543,0.0,0.828,0.113
No Hands (feat. Roscoe Dash & Wale),"hip hop, pop",Waka Flocka Flame,0.76,0.595,-6.366,0.0391,0.00544,0.0,0.361,0.241
Written in the Stars (feat. Eric Turner),"hip hop, pop, Dance/Electronic",Tinie Tempah,0.656,0.931,-4.188,0.0981,0.0613,0.0,0.534,0.219
Talking to the Moon,pop,Bruno Mars,0.498,0.59,-4.721,0.032,0.511,0.0,0.0784,0.107
Can't Be Tamed,pop,Miley Cyrus,0.63,0.91,-2.919,0.144,0.0287,0.0,0.743,0.196
Cooler Than Me - Single Mix,"hip hop, pop, Dance/Electronic",Mike Posner,0.768,0.82,-4.63,0.0474,0.179,0.0,0.625,0.689
Telephone,pop,Lady Gaga,0.824,0.836,-5.903,0.0404,0.00521,0.000817,0.716,0.112
We No Speak Americano (JT Radio Edit),Dance/Electronic,Yolanda Be Cool,0.901,0.805,-5.005,0.0464,0.0712,0.0812,0.737,0.0923
Hard,"hip hop, pop, R&B",Rihanna,0.31,0.746,-3.599,0.111,0.0121,0.0,0.163,0.649
Pass Out,"hip hop, pop, Dance/Electronic",Tinie Tempah,0.693,0.891,-3.261,0.296,0.0281,0.0,0.532,0.143
Whataya Want from Me,pop,Adam Lambert,0.438,0.672,-4.706,0.0429,0.0055,0.0,0.457,0.0583
Bottoms Up (feat. Nicki Minaj),"hip hop, pop, R&B",Trey Songz,0.845,0.601,-5.283,0.161,0.0205,0.0,0.329,0.385
If We Ever Meet Again (Featuring Katy Perry),"hip hop, pop, R&B",Timbaland,0.652,0.605,-7.371,0.0393,0.00481,0.0,0.394,0.0605
I Like It,"pop, latin",Enrique Iglesias,0.648,0.942,-2.881,0.0878,0.021,0.0,0.73,0.0594
Seek Bromance - Avicii’s Vocal Edit,"pop, Dance/Electronic",Tim Berg,0.515,0.837,-2.552,0.0401,0.0868,0.0,0.52,0.0403
OMG (feat. will.i.am),"hip hop, pop, R&B",Usher,0.781,0.745,-5.81,0.0332,0.198,1.14e-05,0.326,0.36
Misery,pop,Maroon 5,0.703,0.81,-4.874,0.0424,0.000315,0.0,0.726,0.216
Down,"hip hop, pop, R&B",Jay Sean,0.657,0.695,-4.493,0.0321,0.0108,0.0,0.683,0.0822
Man Down,"hip hop, pop, R&B",Rihanna,0.47,0.904,-4.024,0.177,0.0436,0.0,0.557,0.0491
My First Kiss (feat. Ke$ha),"hip hop, pop, rock",3OH!3,0.682,0.889,-4.166,0.0804,0.00564,0.0,0.827,0.36
Baby,pop,Justin Bieber,0.728,0.859,-5.237,0.137,0.0401,0.0,0.535,0.111
Teach Me How to Dougie,"hip hop, pop",Cali Swag District,0.846,0.438,-4.981,0.141,0.2,9.43e-05,0.512,0.0939
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,"pop, Dance/Electronic",Swedish House Mafia,0.736,0.929,-5.89,0.0674,0.00237,1.11e-05,0.658,0.402
Wavin' Flag,set(),K'NAAN,0.625,0.699,-6.416,0.0729,0.13,0.0,0.717,0.238
How Low,"hip hop, pop",Ludacris,0.785,0.498,-6.977,0.0533,0.00248,1.23e-06,0.418,0.224
Blah Blah Blah (feat. 3OH!3),"pop, Dance/Electronic",Kesha,0.752,0.836,-3.173,0.115,0.0843,0.000425,0.519,0.424
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)","hip hop, pop",DJ Khaled,0.544,0.781,-3.616,0.189,0.014,0.0,0.277,0.161
In My Head,"hip hop, pop",Jason Derulo,0.762,0.748,-4.15,0.033,0.0266,0.0,0.851,0.348
I Need A Dollar,R&B,Aloe Blacc,0.84,0.482,-7.116,0.0333,0.202,0.0,0.957,0.0873
Airplanes (feat. Hayley Williams of Paramore),"hip hop, pop",B.o.B,0.66,0.867,-4.285,0.116,0.11,0.0,0.377,0.0368
My Chick Bad,"hip hop, pop",Ludacris,0.624,0.723,-6.782,0.378,0.172,0.0,0.757,0.483
Just A Dream,"hip hop, pop, R&B",Nelly,0.531,0.752,-6.161,0.0305,0.0421,0.0,0.103,0.12
What's My Name?,"hip hop, pop, R&B",Rihanna,0.692,0.786,-2.959,0.069,0.23,0.0,0.583,0.0797
Impossible,"pop, R&B",Shontelle,0.599,0.624,-3.631,0.0343,0.385,0.0,0.539,0.125
The Flood,pop,Take That,0.514,0.83,-6.077,0.044,0.0378,1.43e-06,0.138,0.122
Say Aah (feat. Fabolous),"hip hop, pop, R&B",Trey Songz,0.724,0.87,-3.614,0.113,0.00453,0.0,0.81,0.833
Whatcha Say,"hip hop, pop",Jason Derulo,0.615,0.711,-5.507,0.0779,0.0444,0.0,0.711,0.145
Over,"hip hop, pop, R&B",Drake,0.325,0.848,-5.611,0.279,0.0109,0.0,0.433,0.124
Kickstarts,"pop, Dance/Electronic",Example,0.61,0.836,-4.455,0.0573,0.00374,0.0,0.657,0.358
She Said,Dance/Electronic,Plan B,0.72,0.538,-5.85,0.141,0.301,3.03e-06,0.815,0.144
Higher,"pop, Dance/Electronic",The Saturdays,0.639,0.862,-3.292,0.0341,0.049,6.81e-06,0.596,0.264
Do You Remember,"hip hop, pop, R&B",Jay Sean,0.855,0.668,-4.892,0.0644,0.0242,0.0,0.803,0.102
Hey Daddy (Daddy's Home),"hip hop, pop, R&B",Usher,0.59,0.698,-4.262,0.0286,0.000176,0.0,0.352,0.107
Right Above It,"hip hop, pop",Lil Wayne,0.376,0.841,-4.348,0.356,0.0435,0.0,0.463,0.578
All Time Low,"pop, Dance/Electronic",The Wanted,0.689,0.615,-5.022,0.0563,0.352,0.0,0.783,0.0789
Your Love Is My Drug,"pop, Dance/Electronic",Kesha,0.826,0.612,-3.891,0.0982,0.00681,0.0,0.756,0.0889
Starry Eyed,"pop, rock, Dance/Electronic",Ellie Goulding,0.504,0.814,-5.346,0.0389,0.135,1.42e-05,0.596,0.324
Find Your Love,"hip hop, pop, R&B",Drake,0.625,0.613,-6.005,0.173,0.0209,0.0,0.738,0.0286
Ridin' Solo,"hip hop, pop",Jason Derulo,0.442,0.83,-4.02,0.146,0.128,0.0,0.578,0.129
What You Know,"World/Traditional, rock, pop",Two Door Cinema Club,0.55,0.753,-4.003,0.0407,0.000665,7.74e-06,0.841,0.0921
Young Forever,hip hop,JAY-Z,0.637,0.69,-3.214,0.0693,0.417,0.0,0.103,0.211
BedRock,"hip hop, pop",Young Money,0.733,0.664,-6.163,0.295,0.102,0.0,0.557,0.191
Nothin' on You (feat. Bruno Mars),"hip hop, pop",B.o.B,0.688,0.853,-5.814,0.0493,0.386,0.0,0.743,0.0862
Teenage Dream,pop,Katy Perry,0.719,0.798,-4.582,0.0361,0.0162,2.34e-06,0.591,0.134
This Ain't a Love Song,"pop, rock",Scouting For Girls,0.458,0.905,-4.157,0.0451,0.000431,0.0,0.553,0.378
Billionaire (feat. Bruno Mars),"hip hop, pop",Travie McCoy,0.633,0.673,-6.403,0.258,0.297,0.0,0.659,0.206
Fireflies,"rock, pop",Owl City,0.512,0.662,-6.797,0.0439,0.0275,0.0,0.472,0.118
Empire State of Mind (Part II) Broken Down,"pop, R&B",Alicia Keys,0.484,0.368,-7.784,0.0341,0.74,3.82e-05,0.142,0.118
Need You Now,"pop, country",Lady A,0.581,0.717,-4.433,0.0318,0.0298,0.000186,0.316,0.243
Back To December,pop,Taylor Swift,0.529,0.67,-4.663,0.0303,0.117,0.0,0.286,0.334
Animal,"rock, pop",Neon Trees,0.482,0.829,-5.576,0.0437,0.00034,0.0,0.739,0.378
Live Like We're Dying,pop,Kris Allen,0.589,0.893,-2.948,0.0397,0.0273,0.0,0.94,0.343
When We Collide,pop,Matt Cardle,0.443,0.683,-5.521,0.0343,0.0198,5.26e-06,0.447,0.313
Dancing On My Own,"pop, Dance/Electronic",Robyn,0.687,0.865,-4.663,0.0349,0.0743,0.225,0.261,0.0966
If I Die Young,country,The Band Perry,0.606,0.497,-6.611,0.0277,0.348,0.0,0.362,0.275
Magic (feat. Rivers Cuomo),"hip hop, pop",B.o.B,0.549,0.932,-4.11,0.343,0.0127,0.0,0.787,0.347
Rolling in the Deep,"pop, R&B",Adele,0.73,0.77,-5.114,0.0298,0.138,0.0,0.507,0.0473
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",pop,Maroon 5,0.722,0.761,-4.459,0.0475,0.0117,0.0,0.624,0.315
Party Rock Anthem,"hip hop, pop, Dance/Electronic",LMFAO,0.751,0.736,-4.168,0.156,0.0206,0.0,0.352,0.265
Firework,pop,Katy Perry,0.638,0.832,-5.039,0.049,0.141,0.0,0.648,0.113
Grenade,pop,Bruno Mars,0.704,0.558,-7.273,0.0542,0.148,0.0,0.245,0.107
Hey Baby (Drop It to the Floor) (feat. T-Pain),"hip hop, pop, latin",Pitbull,0.595,0.912,-3.428,0.0884,0.0434,0.0,0.762,0.259
Mr. Saxobeat,"pop, Dance/Electronic",Alexandra Stan,0.726,0.931,-4.152,0.0468,0.0218,0.000283,0.797,0.143
Who's That Chick? (feat. Rihanna),"hip hop, pop, Dance/Electronic",David Guetta,0.675,0.602,-4.733,0.116,0.00377,0.0,0.933,0.0458
On The Floor,"hip hop, pop, R&B",Jennifer Lopez,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.575,0.0691
S&M,"hip hop, pop, R&B",Rihanna,0.767,0.682,-5.02,0.042,0.0113,0.00016,0.833,0.104
Blow,"pop, Dance/Electronic",Kesha,0.753,0.729,-3.862,0.0392,0.00334,5.66e-05,0.812,0.073
Sweat - Remix,"hip hop, pop",Snoop Dogg,0.813,0.732,-5.636,0.03,0.0597,0.00137,0.731,0.0826
Higher,"hip hop, pop",Taio Cruz,0.672,0.907,-5.069,0.0721,0.0048,3.4e-05,0.746,0.156
More - RedOne Jimmy Joker Remix,"hip hop, pop, R&B",Usher,0.551,0.893,-2.628,0.0543,0.00166,0.0,0.794,0.348
Changed the Way You Kiss Me - Radio Edit,"pop, Dance/Electronic",Example,0.578,0.857,-3.78,0.041,0.00548,0.00162,0.188,0.0948
Just Can’t Get Enough,"hip hop, pop",Black Eyed Peas,0.659,0.628,-8.685,0.179,0.186,0.0,0.262,0.105
Where Them Girls At (feat. Nicki Minaj & Flo Rida),"hip hop, pop, Dance/Electronic",David Guetta,0.666,0.876,-3.078,0.0414,0.055,0.0,0.552,0.259
I Follow Rivers - The Magician Remix,"pop, Dance/Electronic",Lykke Li,0.786,0.709,-5.737,0.0395,0.0192,0.00118,0.285,0.0845
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","hip hop, pop, latin",Pitbull,0.671,0.939,-3.206,0.161,0.191,0.0,0.53,0.298
Love You Like A Love Song,"pop, Dance/Electronic",Selena Gomez & The Scene,0.858,0.678,-3.87,0.0469,0.0761,0.0,0.922,0.0741
Black and Yellow,"hip hop, pop",Wiz Khalifa,0.684,0.834,-4.524,0.0675,0.0646,0.0,0.538,0.271
E.T.,pop,Katy Perry,0.62,0.869,-5.252,0.175,0.0181,0.0,0.76,0.369
I Wanna Go,pop,Britney Spears,0.696,0.546,-6.55,0.0414,0.00379,3.8e-06,0.787,0.332
Stereo Hearts (feat. Adam Levine),"hip hop, pop",Gym Class Heroes,0.646,0.795,-3.293,0.0976,0.0319,0.0,0.796,0.267
Stereo Love - Radio Edit,pop,Edward Maya,0.799,0.783,-3.896,0.0322,0.0346,0.0186,0.586,0.0757
Tonight (I'm Fuckin' You),"pop, latin",Enrique Iglesias,0.648,0.89,-3.982,0.0523,0.0294,3.58e-06,0.321,0.116
Down On Me,"hip hop, pop, R&B",Jeremih,0.7,0.598,-7.783,0.114,0.0369,0.0,0.594,0.111
Loca People - Radio Edit,Dance/Electronic,Sak Noel,0.926,0.808,-3.148,0.0599,0.000915,0.00327,0.701,0.0515
Heart Skips a Beat (feat. Rizzle Kicks),"pop, Dance/Electronic",Olly Murs,0.843,0.881,-3.951,0.0581,0.14,0.0,0.876,0.0765
Sexy And I Know It,"hip hop, pop, Dance/Electronic",LMFAO,0.707,0.861,-4.225,0.316,0.1,0.0,0.795,0.191
You Make Me Feel... (feat. Sabi),"pop, Dance/Electronic",Cobra Starship,0.668,0.857,-2.944,0.0535,0.0191,6.71e-06,0.748,0.0385
Do It Like A Dude,"hip hop, pop",Jessie J,0.663,0.843,-3.672,0.049,0.0491,0.0,0.375,0.364
Louder (feat. Sian Evans) - Radio Edit,"pop, Dance/Electronic",DJ Fresh,0.31,0.926,-1.131,0.0464,0.0184,0.00792,0.493,0.483
No Hands (feat. Roscoe Dash & Wale),"hip hop, pop",Waka Flocka Flame,0.76,0.595,-6.366,0.0391,0.00544,0.0,0.361,0.241
When We Stand Together,"rock, metal",Nickelback,0.446,0.9,-3.541,0.0489,0.000102,1.89e-05,0.88,0.0404
Midnight City,"rock, pop, metal, Dance/Electronic",M83,0.507,0.729,-5.399,0.0393,0.0182,1.4e-06,0.272,0.0658
Till the World Ends,pop,Britney Spears,0.693,0.705,-5.747,0.0665,0.0228,0.0,0.45,0.202
Earthquake (feat. Tinie Tempah),pop,Labrinth,0.54,0.856,-3.966,0.1,0.109,0.0,0.258,0.276
Don't Wanna Go Home,"hip hop, pop",Jason Derulo,0.671,0.808,-4.861,0.0652,0.02,0.0,0.637,0.134
Paradise,"rock, pop",Coldplay,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.212,0.0833
Last Friday Night (T.G.I.F.),pop,Katy Perry,0.649,0.815,-3.796,0.0415,0.00125,4.31e-05,0.765,0.671
Set Fire to the Rain,"pop, R&B",Adele,0.603,0.67,-3.882,0.0249,0.00408,1.66e-06,0.445,0.112
I Need A Doctor,hip hop,Dr. Dre,0.594,0.946,-4.521,0.452,0.0869,0.0,0.397,0.306
6 Foot 7 Foot,"hip hop, pop",Lil Wayne,0.364,0.752,-5.429,0.304,0.0007,0.0,0.606,0.318
I'm On One,"hip hop, pop",DJ Khaled,0.413,0.807,-3.499,0.318,0.0536,0.0,0.438,0.631
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"hip hop, pop, R&B",Chris Brown,0.767,0.677,-6.128,0.184,0.0339,5.51e-06,0.538,0.144
Rocketeer,"hip hop, pop",Far East Movement,0.664,0.845,-6.115,0.0461,0.181,0.0,0.357,0.267
Glad You Came,"pop, Dance/Electronic",The Wanted,0.722,0.851,-3.873,0.0639,0.0319,0.0,0.452,0.108
We R Who We R,"pop, Dance/Electronic",Kesha,0.736,0.817,-4.9,0.0407,0.00987,0.00167,0.653,0.117
Motivation,"hip hop, pop, R&B",Kelly Rowland,0.744,0.672,-5.589,0.0418,0.187,0.000123,0.266,0.105
We Found Love,"hip hop, pop, R&B",Rihanna,0.735,0.766,-4.485,0.0383,0.025,0.00138,0.6,0.108
Don't Hold Your Breath,"pop, Dance/Electronic",Nicole Scherzinger,0.66,0.797,-6.096,0.0262,0.00646,0.000108,0.674,0.187
Buzzin Remix,"hip hop, pop",Mann,0.687,0.939,-4.372,0.146,0.0887,0.0,0.539,0.283
Yeah 3x,"hip hop, pop, R&B",Chris Brown,0.705,0.882,-3.201,0.0445,0.000369,1.16e-06,0.7,0.0934
Save The World,"pop, Dance/Electronic",Swedish House Mafia,0.507,0.665,-7.598,0.0474,0.0144,0.0,0.4,0.0759
All Of The Lights,hip hop,Kanye West,0.531,0.803,-3.284,0.0717,0.0796,1.71e-05,0.221,0.176
Sure Thing,"pop, R&B",Miguel,0.684,0.607,-8.127,0.1,0.0267,0.000307,0.498,0.191
Coming Home,"hip hop, pop, R&B",Diddy - Dirty Money,0.392,0.839,-1.921,0.193,0.158,0.0,0.232,0.3
What's My Name?,"hip hop, pop, R&B",Rihanna,0.692,0.786,-2.959,0.069,0.23,0.0,0.583,0.0797
Beautiful People,"hip hop, pop, R&B",Chris Brown,0.415,0.775,-6.366,0.161,0.0658,0.00431,0.536,0.0843
What the Hell,pop,Avril Lavigne,0.578,0.926,-3.689,0.0548,0.00472,0.0127,0.877,0.14
Read All About It,Dance/Electronic,Professor Green,0.656,0.752,-5.522,0.0434,0.336,0.0,0.445,0.223
Blind Faith,Dance/Electronic,Chase & Status,0.45,0.846,-4.712,0.0472,0.00523,0.0,0.402,0.228
Champion (feat. Chris Brown),"hip hop, Dance/Electronic",Chip,0.415,0.934,-2.914,0.24,0.078,0.0,0.52,0.145
Who Says,"pop, Dance/Electronic",Selena Gomez & The Scene,0.682,0.927,-2.915,0.0479,0.0843,0.0,0.744,0.149
Down With The Trumpets,hip hop,Rizzle Kicks,0.753,0.88,-4.689,0.0806,0.087,0.0,0.794,0.24
Born This Way,pop,Lady Gaga,0.587,0.828,-5.108,0.161,0.00327,0.0,0.494,0.331
Super Bass,"hip hop, pop",Nicki Minaj,0.72,0.861,-4.339,0.209,0.269,5.11e-06,0.669,0.601
Donald Trump,hip hop,Mac Miller,0.636,0.901,-7.094,0.118,0.119,0.0,0.836,0.391
Bounce (feat. Kelis) - Radio Edit,"hip hop, pop, Dance/Electronic",Calvin Harris,0.779,0.963,-2.125,0.0399,0.0334,0.493,0.759,0.664
Without You (feat. Usher),"hip hop, pop, Dance/Electronic",David Guetta,0.608,0.614,-3.727,0.0285,0.227,4.06e-06,0.402,0.157
Pumped Up Kicks,"rock, pop",Foster The People,0.733,0.71,-5.849,0.0292,0.145,0.115,0.965,0.0956
Headlines,"hip hop, pop, R&B",Drake,0.636,0.566,-7.16,0.106,0.365,0.000353,0.425,0.0917
Price Tag,"hip hop, pop",Jessie J,0.636,0.831,-3.945,0.182,0.0294,3.85e-06,0.668,0.272
Dirt Road Anthem,country,Jason Aldean,0.678,0.739,-5.068,0.0352,0.32,2.36e-06,0.658,0.116
Roll Up,"hip hop, pop",Wiz Khalifa,0.523,0.805,-5.473,0.192,0.0524,0.0,0.602,0.0914
Good Life,pop,OneRepublic,0.634,0.69,-7.804,0.052,0.0771,0.0,0.645,0.132
Lighters,"hip hop, pop",Bad Meets Evil,0.676,0.695,-8.327,0.245,0.352,0.0,0.144,0.119
The Lazy Song,pop,Bruno Mars,0.794,0.711,-5.124,0.0699,0.3,0.0,0.955,0.0955
The Show Goes On,"hip hop, pop",Lupe Fiasco,0.591,0.889,-3.839,0.115,0.0189,0.0,0.65,0.155
I Won't Let You Go,"pop, R&B",James Morrison,0.537,0.611,-6.427,0.0304,0.229,0.0,0.161,0.146
It Girl,"hip hop, pop",Jason Derulo,0.668,0.718,-4.736,0.0605,0.0165,0.0,0.345,0.104
Someone Like You,"pop, R&B",Adele,0.554,0.321,-8.251,0.028,0.893,0.0,0.288,0.0996
The Adventures of Rain Dance Maggie,rock,Red Hot Chili Peppers,0.683,0.734,-4.523,0.029,0.00112,0.0139,0.576,0.258
Pretty Girl Rock,"pop, R&B",Keri Hilson,0.666,0.87,-5.004,0.246,0.203,0.0,0.9,0.0851
F**kin' Perfect,pop,P!nk,0.563,0.671,-4.788,0.0373,0.0422,0.0,0.45,0.36
Honey Bee,country,Blake Shelton,0.481,0.849,-5.131,0.0385,0.00167,1.49e-06,0.723,0.121
The Edge Of Glory,pop,Lady Gaga,0.583,0.768,-6.477,0.041,0.000323,0.0162,0.357,0.109
Just A Kiss,"pop, country",Lady A,0.593,0.639,-5.826,0.0307,0.446,0.0,0.332,0.0998
Tonight Tonight,"hip hop, pop, rock",Hot Chelle Rae,0.686,0.783,-4.977,0.119,0.0764,0.0,0.814,0.163
Tongue Tied,"pop, rock, Folk/Acoustic",Grouplove,0.56,0.936,-5.835,0.0439,0.00847,0.0,0.371,0.161
Every Teardrop Is a Waterfall,"rock, pop",Coldplay,0.425,0.732,-6.883,0.0396,0.00194,0.0103,0.333,0.171
Best Thing I Never Had,"pop, R&B",Beyoncé,0.545,0.649,-4.062,0.0324,0.143,1.57e-05,0.297,0.0894
Raise Your Glass,pop,P!nk,0.7,0.709,-5.006,0.0838,0.0048,0.0,0.624,0.029
Jar of Hearts,pop,Christina Perri,0.349,0.348,-6.142,0.0316,0.726,0.0,0.0886,0.12
Marry You,pop,Bruno Mars,0.621,0.82,-4.865,0.0367,0.332,0.0,0.452,0.104
If I Die Young,country,The Band Perry,0.606,0.497,-6.611,0.0277,0.348,0.0,0.362,0.275
How To Love,"hip hop, pop",Lil Wayne,0.644,0.661,-6.093,0.0418,0.000177,5.23e-06,0.272,0.108
Wherever You Will Go,pop,Charlene Soraia,0.597,0.115,-9.217,0.0334,0.82,0.000215,0.128,0.111
A Thousand Years,pop,Christina Perri,0.421,0.407,-7.445,0.0267,0.309,0.000961,0.161,0.11
We Found Love,"hip hop, pop, R&B",Rihanna,0.735,0.766,-4.485,0.0383,0.025,0.00138,0.6,0.108
Call Me Maybe,"pop, Dance/Electronic",Carly Rae Jepsen,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.66,0.108
We Are Young (feat. Janelle Monáe),"rock, pop",fun.,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.735,0.0849
She Doesn't Mind,"hip hop, pop",Sean Paul,0.718,0.776,-5.208,0.0693,0.000624,5.3e-06,0.622,0.207
International Love (feat. Chris Brown),"hip hop, pop, latin",Pitbull,0.67,0.855,-3.035,0.0499,0.0124,0.0,0.648,0.335
In The Dark,"pop, Dance/Electronic",DEV,0.736,0.824,-4.231,0.0672,0.00358,0.000921,0.443,0.329
Skyfall,"pop, R&B",Adele,0.346,0.552,-6.864,0.0282,0.417,0.0,0.0789,0.114
Turn Me On (feat. Nicki Minaj),"hip hop, pop, Dance/Electronic",David Guetta,0.704,0.793,-2.266,0.0591,0.0488,0.0,0.412,0.575
Where Have You Been,"hip hop, pop, R&B",Rihanna,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.444,0.223
Ni**as In Paris,hip hop,JAY-Z,0.789,0.858,-5.542,0.311,0.127,0.0,0.775,0.349
One More Night,pop,Maroon 5,0.716,0.821,-3.435,0.0314,0.0558,0.0,0.618,0.0844
Bangarang (feat. Sirah),"hip hop, pop, Dance/Electronic",Skrillex,0.716,0.972,-2.302,0.196,0.0145,3.22e-05,0.576,0.317
Chasing The Sun,"pop, Dance/Electronic",The Wanted,0.637,0.732,-6.209,0.0965,0.244,0.0,0.68,0.498
Whistle,"hip hop, pop",Flo Rida,0.747,0.937,-5.746,0.0453,0.0208,0.0,0.739,0.29
This Is Love,"hip hop, pop",will.i.am,0.535,0.796,-3.446,0.0445,0.00473,0.0,0.282,0.145
She Wolf (Falling to Pieces) [feat. Sia],"hip hop, pop, Dance/Electronic",David Guetta,0.492,0.857,-2.634,0.0655,0.0841,7.82e-06,0.393,0.344
Pound The Alarm,"hip hop, pop",Nicki Minaj,0.728,0.858,-3.686,0.0609,0.0403,4.09e-06,0.591,0.0241
Swimming Pools (Drank) - Extended Version,hip hop,Kendrick Lamar,0.716,0.485,-7.745,0.404,0.123,2.69e-05,0.26,0.604
Primadonna,"pop, Dance/Electronic",MARINA,0.66,0.689,-2.671,0.0337,0.0884,0.0,0.427,0.0922
Mercy,hip hop,Kanye West,0.563,0.496,-9.381,0.406,0.0685,5.8e-05,0.426,0.173
Hot Right Now (feat. RITA ORA) - Radio Edit,"pop, Dance/Electronic",DJ Fresh,0.524,0.972,-1.569,0.0431,0.00656,0.00058,0.476,0.224
Sexy And I Know It,"hip hop, pop, Dance/Electronic",LMFAO,0.707,0.861,-4.225,0.316,0.1,0.0,0.795,0.191
Gangnam Style,pop,PSY,0.727,0.937,-2.871,0.286,0.00417,0.0,0.749,0.091
Die Young,"pop, Dance/Electronic",Kesha,0.711,0.7,-4.805,0.046,0.00498,0.000125,0.801,0.215
Scream,"hip hop, pop, R&B",Usher,0.616,0.862,-5.18,0.0973,0.00117,0.0,0.569,0.179
Troublemaker (feat. Flo Rida),"pop, Dance/Electronic",Olly Murs,0.762,0.863,-3.689,0.0565,0.015,0.0,0.965,0.125
BURN IT DOWN,"rock, metal",Linkin Park,0.585,0.972,-4.45,0.0534,0.0143,0.0,0.585,0.0707
Locked out of Heaven,pop,Bruno Mars,0.726,0.698,-4.165,0.0431,0.049,0.0,0.867,0.309
Levels - Radio Edit,"pop, Dance/Electronic",Avicii,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.464,0.309
Good Feeling,"hip hop, pop",Flo Rida,0.706,0.89,-4.444,0.0688,0.0588,0.00286,0.684,0.306
